,ID,comentarios,categoria,rating
36,70,clase gran ayuda brindar,6.0,3.586537208523759
37,29,nuevo innovador pensar forma diferente,6.0,4.264169655775563
38,44,bien mensaje,5.0,3.6074162726680283
39,29,equipo cuestionario idea clara vamos hacer vamos interesante manera práctica,8.0,2.663689979145383
40,28,jugar divertido,4.0,4.622115341609816
41,58,trabajar equipo llegar objetivo,0.0,3.219684996482765
42,37,tema bien,5.0,3.2332531826783586
43,2,profesor cuenta personas juego,8.0,2.8267996313177255
44,53,manera explicar profesor,5.0,2.9959905395148176
45,71,información actividad,5.0,4.575992018192835
46,12,concepto si programa,8.0,2.533858483869163
47,23,crear empresa,7.0,1.6941749017669707
48,37,trabajar equipo actividad inteligencia,0.0,3.5463316877270206
49,15,iniciativa programa forma potenciar mercado competir,3.0,2.2607174553412968
50,42,escuchar vida real solamente,3.0,2.973020552865303
51,64,gusto clase personas,3.0,3.2093441174613426
52,54,entusiasmo realizar buen trabajo equipo,4.0,3.838356103320386
53,64,gusto armar torre pensar encontrar manera torre,8.0,4.128779383432521
54,24,trabajar equipo lograr,0.0,2.6973733722297535
55,38,trabajar equipo,0.0,2.6973733722297535
56,36,torre alta,8.0,3.993006057906549
57,75,trabajo equipo,0.0,2.6973733722297535
58,63,actividad colectivamente,7.0,4.575992018192835
59,64,reto trabajo diferente divertido innovador,0.0,4.483095434173611
60,50,saber programa interesante,2.0,3.6411359168222512
61,75,poder compartir manera aprender,8.0,4.261622636145399
62,4,dinámico divertido,0.0,4.56481950412366
63,61,dinámica torre actividad diferente capacidad trabajar equipo,8.0,4.272742890830415
64,31,difícil divertido dinámico,0.0,4.38863502007401
65,51,reto emocionante,1.0,4.295462474212209
66,53,trabajar equipo lograr objetivo,0.0,2.6973733722297535
67,22,mayor práctica,4.0,3.288506498466308
68,46,saber crear idea ser realidad,7.0,2.2275457216262664
69,70,hacer torre capacidad resolver tomar eficiente objetivo,8.0,4.197599121585073
70,47,actividad realidad empresa proyecto iniciar cosa siempre vamos tener poder desarrollar cosa caso lograr principio,7.0,2.3356903034781453
71,11,trabajar equipo,0.0,2.6973733722297535
72,56,poder ver programa ayuda entender propósito hacer,3.0,2.5499301753274413
73,65,trabajo equipo ayuda mejor aprender,0.0,3.375129878033503
74,13,gusto conversar futuro,9.0,4.323773024231642
75,20,querer hacer cosas par ayudar,2.0,2.4305754491048526
76,66,explicación breve actividad dinámica,4.0,4.479954383393641
77,50,pensar solucionar problema social,3.0,1.9455345377217295
78,47,pensar grupo sociedad,0.0,2.8952661758647333
79,62,dinámica armar torre solo,1.0,3.8076622632744117
80,3,gusto actividad realizar equipo poder construir torre alta punta,8.0,4.498501114665981
81,60,lado creativo nunca estructura si arquitectura,7.0,3.4564159574937676
82,5,activo atento asesor comprender tema,3.0,2.5984097232499885
83,39,idea solucionar tecnología bien,3.0,2.940277202422136
84,78,actividad equipo gusto trabajar gente buen trabajo,0.0,4.5730166231957785
85,75,si fuerza,9.0,3.302069937131446
86,74,realización momento juntos,2.0,4.689399067490101
87,50,trabajo grupo,0.0,3.1138963957297405
88,21,trabajo equipo objetivo finalidad similar,0.0,2.6973733722297535
89,21,trabajar equipo,0.0,2.6973733722297535
90,64,hora armar torre divertido,0.0,4.4245420634710815
91,29,trabajar equipo,0.0,2.6973733722297535
92,1,actividad gran reto,5.0,4.148599917911007
93,25,torre divertido comparación,0.0,4.622155244522343
94,69,trabajo realizar pedido,4.0,3.265939769850628
95,70,docente poder realizar,0.0,2.1919184602006663
96,29,trabajar equipo,0.0,2.6973733722297535
97,51,armar torre trabajo equipo emoción,0.0,4.079545339604429
98,65,reto pensar equipo,0.0,2.130674331969014
99,44,trabajo equipo gusto,0.0,3.3168624615392996
100,73,ver poner prueba hacer mundo mejor sencillo,3.0,4.6184425328107
101,45,trabajar equipo pensar caja buen inicio nuevo proyecto,1.0,2.6451004174307418
102,58,organización página,1.0,1.8530014959863772
103,34,dinámica poder comprender mejor tema explicación,3.0,4.264470083094678
104,70,hecho manera simple,6.0,3.0557005242024924
105,77,poder entender tener conocimiento,6.0,3.581436747619423
106,0,desarmar armar paciencia conseguir objetivo,0.0,4.052128003246656
107,49,saber aplicar emprender idea,8.0,2.783267409734445
108,65,interacción importante,6.0,4.790532261633608
109,16,conocer país importante,8.0,4.667319725744193
110,66,trabajo compañerismo,0.0,4.027379655506291
111,71,gusto poder aprender juego,8.0,3.763889185360395
112,26,clase explicación resaltar gusto general clase demasía interesante oportunidad aprendizaje,4.0,2.445600731503179
113,54,gusto poder tener espacio creativo pensar tener proyecto,7.0,4.238292885146201
114,7,gusto dinámica recrear torre,5.0,4.773693321985987
115,61,ver solución sacar idea,7.0,2.6714131705185435
116,46,forma mente poder ver sociedad vida,3.0,3.5940746661336225
117,72,clase interés tema juntos fin,4.0,3.1720695084681174
118,70,clase hoy ayuda equipo profesor verdad reflexionar analizar idea proyecto realista tiempo único posible,3.0,3.7774089490967313
119,25,ejercicio confianza trabajo equipo,0.0,4.29950214482456
120,64,imposible trabajar equipo,0.0,2.5936452670883385
121,52,paciencia explicar proyecto,1.0,3.6247442639785517
122,62,momento torre idea original dinámica poder importancia trabajo equipo,0.0,4.214232459889658
123,45,gusto parte objetivo final programa resolver sociedad ayuda tecnología,0.0,2.7350922470095957
124,53,desafío forma aprender trabajar equipo mejor forma ganar,5.0,2.594611857331482
125,44,juego trabajar,0.0,2.823694215211452
126,0,creer fuertemente ser útil ser alcance gran potencial persona llegar tener,6.0,3.9629682121290086
127,68,poder establecer producto ayuda profesor haber respecto sacar producto innovador sociedad,0.0,3.9313350440204498
128,69,hecho sentir utilizar satisfacer,4.0,4.099569356485343
129,79,saber iniciación,2.0,1.7053498764612791
130,78,desarrollo explicación,4.0,3.5398062545580316
131,42,metodología enseñanza,1.0,2.2358645436693543
132,58,hacer realidad,9.0,2.1322851563276557
133,76,explicación curso,4.0,1.534801905887227
134,3,aprender curso trata,3.0,2.231879550892538
135,29,importante servir,8.0,4.136144557545492
136,22,interesante pensar proyecto innovador persona,6.0,4.47368262048428
137,70,dinámica profesor,5.0,3.165333043110464
138,74,realizar idea,7.0,3.207442800581113
139,23,tener información iniciar empresa cuenta solo idea si empresa,6.0,1.4989507687076253
140,11,crear idea ayudar sociedad,5.0,3.084231896316054
141,70,saber crear innovador,2.0,4.148601790854659
142,32,pensar idea buscar cosas,7.0,2.6750008094440334
143,4,actividad poder pensar tiempo hallar solución problema,3.0,3.681702293762332
144,9,reto armar torre punto poner prueba,1.0,3.9024213810290016
145,10,visión mundo uso tecnología emprender definición,1.0,3.0968435081956014
146,2,clase tranquilamente persona,2.0,2.839483467399325
147,57,gusto clase busca proyecto principalmente estudiante,8.0,3.537963679349516
148,1,explicar facilidad,4.0,3.165333043110464
149,35,personas proyecto nunca realizar gusto ser cierto final,7.0,1.97672710590077
150,31,conocer desarrollar,1.0,4.525423913492416
151,34,equipo mejor idea solo juntos hacer diferencia,0.0,3.2760896086386353
152,14,dinámico clase mejor manera,5.0,3.8232206143519076
153,79,gusto dinámica agrado competir,5.0,2.676978953732084
154,23,aprender trata programa propósito,3.0,2.5169041475423644
155,44,aprender sociedad tener,3.0,3.4844751713121487
156,37,terminar examen,4.0,1.4026272753750715
157,8,gusto resolver,8.0,2.819470302956256
158,21,explicación entender claramente,4.0,2.902347917201738
159,20,facilidad entender concepto tema,4.0,3.1551582385096326
160,32,gusto forma,5.0,4.058369764341773
161,67,gusto saber capacidad facilidad inventar crear decir fundamental emplear empresa,7.0,1.6041277931181002
162,21,aprender realizar empresa,7.0,2.0696849081095445
163,34,dinámica grupo intercambiar colaborar lograr,0.0,4.0113787863432675
164,37,saber teoría futuro,2.0,1.7164687905593432
165,58,saber proyecto dar futuro trabajo,2.0,2.3337641860403875
166,41,saber manejo mercado guiar,2.0,2.5775767810927546
167,63,reto malvavisco trabajar equipo torre alta,0.0,3.1032826447498842
168,60,poder conocer formar negocio tener dinero lograr tecnología tiempo,2.0,3.7715183193628037
169,14,servir futuro,4.0,3.165333043110464
170,3,hacer torre fideo,1.0,3.950673351595453
171,39,exponer ver,9.0,1.8456422091655178
172,49,gusto forma encontrar problema encontrar empresa personas,9.0,3.2051279524312717
173,43,actividad equipo mejor,5.0,4.394262300775525
174,53,actividad dinámica,5.0,4.575992018192835
175,24,gusto actividad cuenta comunicación observación clave hora trabajar equipo,7.0,3.970604737168871
176,33,trabajar grupo,0.0,3.1138963957297405
177,13,final aplicar paso final,9.0,2.909444000021469
178,32,aprender hablar,3.0,2.51366021691938
179,65,parte especial clase general agradable,7.0,4.960903870274787
180,26,trabajar equipo bajo presión,0.0,2.3913336947341794
181,77,simple cuenta relación trabajar equipo pensar,6.0,3.647153165950931
182,55,único objetivo seguir base proyecto,0.0,3.348585192994719
183,2,gusto explicación profesor,4.0,3.962398301870286
184,28,trabajo equipo ver grupo,0.0,2.977517535524755
185,2,ver crear negocio solo mano computador hoy día movilizarse centro trabajo computador hacer trabajo casa,7.0,2.9510785106365756
186,50,clase gusto dos lograr hacer torre,0.0,3.896357912226122
187,18,gusto actividad manera enseñar,5.0,3.7379713465109434
188,4,gusto conocer conocer proyecto importante trata crear negocio,8.0,4.5113358137021775
189,20,interesante poder aplicar sociedad,3.0,4.52998557847739
190,57,saber aprender,2.0,3.0221295172665603
191,64,saber fundamental decidido ir,2.0,3.1223917451301597
192,54,tema clase hoy gusto interesante,3.0,3.961347257267942
193,69,cosas futuro,5.0,3.165333043110464
194,28,aprender mundo tecnológico actividad cabo,7.0,4.012897021684166
195,66,hacer experiencia importancia experimentar,2.0,4.582222406934536
196,57,gusto actividad final construir torre complicado gracioso tiempo mejorar trabajo equipo,1.0,4.344251938993377
197,28,idea poder proyecto,7.0,3.2174131328729687
198,67,gusto clase hoy idea poder proyecto,7.0,3.102921743823176
199,3,gusto plataforma digital rápido idea poder proyecto,7.0,2.749965305304851
200,50,forma interacción forma,4.0,4.621748931885678
201,73,hacer entender oportunidad decir poder solo claramente hacer hacer momento si trabajo,9.0,3.5039025707170754
202,41,gusto clase hoy poder llegar conocer gusto saber problema poder llegar ser resuelto simple idea futuro empresa,6.0,3.6834755042254597
203,54,hecho manera poder entender claramente consistir programa,8.0,2.6679601350507207
204,7,gusto actividad descubrir hacer torre poder lograr objetivo,0.0,4.837355788139657
205,38,gusto clase hoy proceso mencionar observar tecnología hablar tour premio,3.0,3.643229016915717
206,16,profesor bien,5.0,3.6074162726680283
207,27,parte tener grupo,0.0,3.441382772951896
208,6,programa utilización,8.0,2.533858483869163
209,39,gusto día hoy actividad buscar poder llegar objetivo,7.0,4.374171158716983
210,9,cantidad información profesor,4.0,3.9225781304963605
211,9,aprender traer,9.0,2.7900516343457387
212,39,plan trabajar equipo dinámico trabajo divertido,0.0,4.087011360059233
213,38,gusto poder aplicación producto personas,7.0,3.8489948683684223
214,20,clase general debido cosas perspectiva idea,7.0,4.386296021000389
215,53,servir proyecto,4.0,2.806233223998363
216,72,tema desarrollo clase interesante,4.0,4.070945204452768
217,32,lluvia grupo propuesta aplicación,2.0,4.278459079303515
218,16,forma clase entender manera mundo,5.0,3.5080669954685746
219,1,manera clase forma entender proyecto,5.0,3.0353852340329714
220,71,gusto interesante,4.0,4.734512360342468
221,4,gusto dinámica,5.0,3.962398301870286
222,75,actividad investigar,5.0,3.2513889078546367
223,27,manera dinámica bien final clase,5.0,2.890973774529475
224,72,trabajo equipo manera poder,0.0,3.068058995331077
225,58,si original,5.0,4.135385765960606
226,21,divertido ver hacer,9.0,4.522909310685488
227,79,dinámica clase,5.0,2.839483467399325
228,65,profesor buen ejemplo trabajo equipo,0.0,3.754491340702151
229,4,equipo solucionar problema,3.0,2.130436739656434
230,48,reto final,1.0,2.3600401732949448
231,25,ayudar conocer finalidad,5.0,4.416832274000509
232,44,perder tiempo literal,1.0,1.9632165967827055
233,12,conocer fondo proyecto poder conocer detalles proceso saber llegar ser útil,6.0,4.620747480628841
234,26,saber programa simple hecho presentar idea personas idea justamente,6.0,2.2892581482868293
235,73,introducción motivación tema hacer posible hacer mejor,3.0,3.390697209984993
236,55,intentar hacer torre,8.0,3.087555232199111
237,75,dinámica clase aprender clase si constantemente aportar satisfactorio,5.0,3.4908742532724553
238,24,profesor específico conocer correctamente confianza,1.0,4.437792905434456
239,63,gusto interés impuesto profesor clase contenido entender mercado,3.0,2.2538358176975484
240,13,formular ver aplicación crear,7.0,1.6205068327032588
241,49,gusto interacción profesor día hoy,3.0,4.619355566503763
242,37,conocer competencia día hoy proyecto,3.0,3.059930375387452
243,64,profesor resolver,8.0,2.233412366998407
244,63,entender manera bueno tener prototipo idea clara poder,8.0,3.3279021755411122
245,2,trabajo equipo,0.0,2.6973733722297535
246,41,reto verdad hacer,9.0,2.520751949856625
247,78,profesor paciencia proyecto,0.0,3.6247442639785517
248,51,gusto manera explicar fácil entender,5.0,3.978427240858881
249,36,actividad entrada,5.0,4.730356097878187
250,2,poder conocer curso poder compartir,8.0,4.2293802445991595
251,20,atención divertido,4.0,4.6744463922239055
252,25,tema interesante,4.0,4.366507662221016
253,41,poder conocer programa,8.0,4.290295356817472
254,72,ayuda carrera,3.0,2.5990394667200984
255,17,conocer programa,8.0,4.139609888498362
256,43,conocer programa,8.0,4.139609888498362
257,54,ver manera dinámica,5.0,3.2359157318397247
258,27,presentación curso curso servir futuro,4.0,2.1205973052350915
259,34,presentación curso futuro,4.0,2.8719259680772136
260,12,vídeo ejemplo proyecto,5.0,2.0719892491117156
261,48,vídeo implementación tema,4.0,2.1314072050612243
262,70,conocer conocimiento programa,8.0,4.008858808215111
263,44,poder saber programa hacer buen trabajo,2.0,3.32103161456412
264,68,sesión idea crear programa grupo,7.0,2.5273442776697923
265,62,parte hacer creativo torre,0.0,4.343968107357652
266,68,manejar proyecto,1.0,2.5304307893092908
267,30,mundo empresarial,9.0,3.882319886407937
268,8,gusto clase hoy aprender,3.0,3.246692994712685
269,5,manera relacionar diario,8.0,3.9749168123135252
270,10,actividad mejor saber persona,2.0,4.363081264292889
271,17,entender trabajo realizar programa tener claro avanzar proyecto,7.0,2.940498628006166
272,21,explicación mentor hora explicar mejor información,0.0,2.460413338194736
273,21,entrada medir fundamentos gestión empresarial,5.0,1.8923981933619118
274,68,oportunidad trabajar equipo poder hacer torre alta estable proponer,0.0,3.8606059086082247
275,27,uso innovación desarrollo emprendedor,4.0,2.0950054909635045
276,34,trabajo equipo unir realizar buen trabajo,0.0,3.24722851758753
277,42,gusto saber ser gracias,5.0,3.121952082735034
278,76,actividad interesante trabajar equipo,0.0,4.680449088560683
279,64,trabajar equipo,0.0,2.6973733722297535
280,32,equipo unión fuerza,7.0,2.964288257277696
281,47,trabajo dinámico presión trabajar mano,0.0,3.120780177752565
282,43,gusto crear desarrollo avance resolver,7.0,1.8615165692282458
283,43,parte dinámica cuenta equipo,5.0,3.2167095274588737
284,14,utilizar aprendizaje mayor logro,6.0,3.489098013776259
285,37,gusto coordinación grupo construir torre mando profesor prueba ingenio justo sesión,3.0,4.173546107473373
286,30,saber interesante,2.0,4.205259920151856
287,77,hecho aprender maravilloso proyecto,1.0,4.2710382338959185
288,62,dinamismo compartir gracias entender mejor trata programa,3.0,4.3312455856969105
289,17,explicación profesor,4.0,3.165333043110464
290,74,gusto exactamente importancia marketing origen base empezar idea negocio,7.0,2.600820574065346
291,70,hacer juntos plantear situación,5.0,3.262882137317334
292,13,alegría profesor tener vista proyecto,4.0,4.44404267262003
293,41,clase general inspirador,7.0,4.535377472490737
294,5,dar usar imaginación,2.0,3.4801326621976476
295,52,curso divertido,4.0,3.191468338701917
296,9,saber llegar gente producto saber claridad servicios crear,2.0,3.268883995763154
297,48,dinámica clase,5.0,2.839483467399325
298,18,jugar crear torre,4.0,3.885034391252748
299,16,dinámica manejo información parte persona,5.0,2.620384132127775
300,43,profesor perfectamente programa además buscar prototipo,7.0,2.3516384807990605
301,14,si bien cosas ver cosas,5.0,3.733105525258182
302,78,dinámica manejo información adecuada,2.0,2.215435104137815
303,75,hacer trabajo,0.0,3.0068397927603168
304,48,mundo complejo madurar,0.0,2.9655496950789253
305,9,saber claridad estructura dictado clase,2.0,2.79632481628067
306,73,gusto explicación cabo idea,7.0,3.714578828939145
307,70,explicación ganar ganancia medio internet,4.0,1.3086029849037586
308,28,mejor programa,8.0,3.1950638793186337
309,72,humor profesor,4.0,3.165333043110464
310,10,consistir programa tener idea clara vamos hacer creer,8.0,2.55215403705824
311,34,trabajo equipo,0.0,2.6973733722297535
312,46,verdad aprender si alcanzar objetivo,9.0,3.546772805501752
313,37,aprender futuro,9.0,3.5190278263588013
314,72,hora importante,0.0,3.809946446909713
315,68,explicación entender,4.0,3.2989429535945556
316,14,poder saber programa,8.0,2.6416564148288635
317,58,forma ayuda,5.0,3.3099109072134048
318,35,siempre ayuda mejorar punto vista,9.0,4.600265862619587
319,13,actividad comprender valioso equipo,5.0,4.424908316928077
320,5,cuenta profesor tema,4.0,3.1142070114587215
321,37,demostrar lograr trabajar equipo,0.0,2.233631895008471
322,1,gusto reto torre estable,0.0,4.110299945145579
323,78,verdad ver objetivo,9.0,3.5285817549713854
324,1,grupo sacar ser plan negocio,0.0,2.900543512725224
325,11,interesante propósito,4.0,3.690839125832462
326,52,explicación clase fácil entendimiento tema,4.0,4.008391628522327
327,14,bien equilibrio,5.0,4.2673585517063515
328,5,trabajo trabajo mejor,0.0,4.158944538894666
329,24,funcionamiento programa,8.0,2.917093947130328
330,30,actividad grupo,0.0,4.35246234595207
331,75,forma q hacer cosa principal,7.0,3.741776308913137
332,53,dinámica sesión desafío grupo solo charla objetivo programa,0.0,2.4133616952658015
333,20,poder analizar sociedad,7.0,3.652945495375916
334,14,desafío divertido jugar junto,4.0,3.4635204130263735
335,57,trabajar equipo,0.0,2.6973733722297535
336,21,gusto entender poder ir problema país intentar resolver,8.0,2.536321836614637
337,30,dinámica divertido grupo,0.0,4.396737601833582
338,20,poder explotar agregar contenido producto conocer mercado entender pasar proyecto,1.0,4.345078509601775
339,13,reto ver,9.0,2.570282055594619
340,55,programa hacer realidad,8.0,1.998141738379981
341,48,incentivo ayuda poder generar idea ayuda saber fallar mejorar idea,5.0,1.8144820687442715
342,69,gusto si,9.0,3.962398301870286
343,37,programa valioso,6.0,3.193185559585911
344,70,programa importante verdad interesante,8.0,4.3081237591916155
345,32,grupo formar torre alta,0.0,3.999129593804102
346,61,juntos hacer buen trabajo,2.0,3.9864780483033115
347,40,extraer gran programa valioso iniciarse,6.0,4.005405281256591
348,12,información respecto,5.0,2.094703604276563
349,26,gusto paciencia invitado claridad fácil comprensión incentivo equipo querer seguir parte programa,0.0,2.777735514073586
350,40,explicación proyecto vamos hacer,8.0,3.0141886470257635
351,5,fondo negocio rentable tener,2.0,1.989799214973429
352,3,iniciativa traer colegio tema,9.0,2.0442031535621847
353,1,herramienta ayuda resolver tipo,8.0,1.4615570212227247
354,37,reto divertido,0.0,3.781423006230496
355,76,manera explicar,5.0,2.9959905395148176
356,40,idea nuevo programa colegio,7.0,2.008728668163119
357,57,conocer conocimiento claramente esencial tener base programa,7.0,3.829340779395624
358,50,clase hoy interacción actividad parte aprender cosas adelante servir futuro lejano,5.0,4.501735521372276
359,40,descubrir importancia saber increíble forma,2.0,4.591686444301142
360,51,gusto aprender,9.0,3.9043823002647984
361,8,actividad divertido,5.0,4.8167303005267
362,8,hecho decidir proyecto grupo llegar empezar gran empresa,6.0,2.017443232723474
363,40,aprender programa programa,8.0,2.736382736052882
364,76,gusto cuenta ser fácilmente tecnología,3.0,4.222064886214591
365,58,juego construir torre dinámico atención tema,8.0,4.084069861823549
366,14,idear forma hacer torre alta fideo punta trabajar equipo apoyar complementar,1.0,3.4724822007201244
367,32,crear torre cuenta grupo,7.0,3.7625975909255307
368,27,trabajo torre cuenta llevar,1.0,4.149580320461573
369,79,aprender marketing prototipo producto saber hacer negocio rentable tecnología,2.0,1.379823283549569
370,69,aclarar si bien cierto clase cosas personas mayoría cosas saber ayuda resolver mejor futuro,5.0,2.4675425747887254
371,60,manera proyecto,8.0,2.777143890054467
372,45,gusto vídeo ver mejor realidad personas hacer ser mejorar cosas cambio gracias imaginación si bien,5.0,3.1478608994607606
373,33,entender sesión,3.0,2.8221199006239224
374,23,buen trabajo equipo base proyecto,1.0,3.377022346104325
375,69,idea profesor hacer manera,8.0,3.0345642771953427
376,26,dinamismo resolución,9.0,3.849232387411101
377,39,gusto grupo apoyo mínimo,9.0,3.294076070204593
378,25,torre cuenta equipo llevar proyecto,1.0,3.6177683277013992
379,31,explicación tema,4.0,3.002759400326388
380,46,forma explicar encargado colegio,5.0,1.5338769343372853
381,10,clase gusto,3.0,3.4026197325755265
382,35,torre alcanzar ver persistencia negocio,9.0,3.5796792111559435
383,11,aprender trabajar equipo,0.0,3.1079074752417983
384,57,gusto hecho poder crear idea contribuir sociedad,7.0,2.8661793891207665
385,11,introducción programa actividad romper hielo empezar programa manera,8.0,2.9674623096410286
386,73,ver modelo presupuesto ámbito económico interesante,9.0,4.390804446862733
387,43,explicación profesor poder emprender,8.0,3.953498516613005
388,29,reto dinámico,0.0,3.2014599721418615
389,49,gusto forma profesor clase si,5.0,3.656094198292876
390,39,concepto clase programa ahora bueno forma aprender,6.0,3.621185435001777
391,5,tema tema forma seriedad,4.0,3.232312933899881
392,41,objetivo aprender tecnológico desarrollar apoyo,9.0,3.319584065880677
393,23,poder resolver,8.0,2.659733344742044
394,40,saber tecnología herramienta primordial solucionar hoy mundo vez,3.0,1.9154626207401089
395,74,gusto planear forma ser proyecto proyecto,7.0,3.8963998647426363
396,38,confianza poder empezar negocio,0.0,3.7883524291207546
397,31,saber concepto finalidad programa,8.0,2.3128142424955103
398,42,explicación hacer,4.0,3.0068397927603168
399,12,juego profesor preocupación tener idea,7.0,3.2368379710757145
400,69,poder conocer modelo producto servicio,2.0,3.9871888805266824
401,78,poder armar torre,8.0,4.094142640910459
402,74,alguien llegar gran negocio solo simple,6.0,3.091269970657382
403,76,poder tener mejor noción,8.0,4.555735332342914
404,11,manera podre ayudar sociedad,3.0,3.2699288491870924
405,31,interacción exponente clase interesante,4.0,4.926723993146197
406,28,reto trabajar equipo saber victoria sencillo,0.0,2.9915974049245597
407,2,clase interesante bien,5.0,4.32150206605255
408,31,si abrir imaginación crear proyecto,7.0,3.2379114708880214
409,51,bueno clase cosas,5.0,3.8330955316237136
410,9,forma trabajar forma,5.0,3.7050389236478027
411,34,gusto idea torre actividad interesante,7.0,4.8013113295361975
412,70,clase vez,3.0,2.9594078860319026
413,9,clase vez carrera,3.0,2.687101549540191
414,9,charla reto,0.0,3.1277552885495163
415,2,conocer hacer torre alta,8.0,4.581749498972942
416,1,idea trabajo equipo,0.0,2.871771142918511
417,37,colegio obligatorio hacer curso,9.0,2.264662144240299
418,45,hacer estructura divertido,4.0,4.786802103155388
419,63,información modelo útil futuro,4.0,2.7638042667110923
420,60,cantidad información saber,2.0,3.2794609909373835
421,19,hablar grupo trabajo hacer volar mente creación producto l adelante marcha,9.0,2.099249689537692
422,12,gusto clase aprender motivo hacer proyecto,9.0,2.930992638713996
423,64,oportunidad construir torre,8.0,4.328493923913692
424,41,sistema simple comprensible,6.0,3.8910186036884604
425,9,importancia trabajar equipo grupo idea construcción pie además imposible contar poder hacer cosas vez,7.0,4.283056920090042
426,65,publicidad pagar empresa publicidad,6.0,1.1734331545708336
427,22,equipo frente,0.0,3.253441340185355
428,22,gusto tema nunca niño ganar gracioso interesante ser cosas,7.0,1.595629560993465
429,19,aprender trabajar equipo,0.0,3.1079074752417983
430,18,pensar impacto solucionar sociedad ayuda cuestionar idea,3.0,2.4772320905006353
431,40,comenzar idea producto poner mesa,2.0,3.5538043670739925
432,39,cosas claro clase ver presentación plataforma,4.0,2.906901943631939
433,13,hecho tener investigar cerca marketing presupuesto prueba entrada,6.0,2.516869587568278
434,65,programa generar gran impacto hoy día vez motivar,3.0,2.478065978192713
435,77,estrategia explicar importancia prototipo,2.0,1.8796667202864126
436,37,conocer programa,8.0,4.139609888498362
437,16,orientar crear realizar proyecto,7.0,2.819236507449223
438,26,aprender cosas futuro inteligencia,5.0,2.7902326675238176
439,18,saber vamos crear sociedad,2.0,3.054828801548518
440,69,hacer interesante,4.0,4.612993075749129
441,4,gusto actividad grupo generar solucionar problema,3.0,3.1565272986711816
442,40,poder tener oportunidad crear idea negocio utilizar tecnología tecnología experiencia cubrir hoy día hacer,2.0,2.415185249248518
443,79,excelente explicación profesor,4.0,4.758367042944201
444,70,clase hoy,3.0,2.5080109901412895
445,26,punto aire,9.0,4.586409175359659
446,22,poder aclarar profesor debido dispuesto responder frente complejidad proyecto ser nuevo,7.0,4.338965820072484
447,38,divertido usar ingenio resolver problema,3.0,3.501727051473226
448,55,divertido tratar pensar alternativa construcción,0.0,4.652605391134793
449,68,idea hacer grupo,0.0,3.1069655000537884
450,20,gran ayuda,6.0,3.8297329596562903
451,6,explicación entender tema,4.0,3.1551582385096326
452,31,mente mejorar cosas,5.0,3.214371191462769
453,32,vez nuevo hablar,3.0,2.420367623011513
454,8,realizar reto,0.0,2.376312285224496
455,57,manera básico marketing digital tema ahora primordial,3.0,1.9126261661309454
456,55,alguien duda lograr,0.0,2.130754630320018
457,70,gusto igual preferencia,9.0,3.5278703545689503
458,32,gusto presentación explicación,4.0,4.594554185123783
459,69,enseñanza idea empresarial m mejorar grande llegar ser mejor q,5.0,4.3437873824393005
460,56,solución vida,3.0,1.8841401706545753
461,68,m bonito,4.0,4.511607652331074
462,58,solo clase introducción,3.0,3.5730094796250307
